parameter_type,parameter_type_text_short,parameter_type_text_long,parameter_category
20755,Depth_of_Field_Y,Depth_of_Field_Y,5
20756,Depth_of_Field_Radius,Depth_of_Field_Radius,5
20762,Blur_Radius,Blur_Radius,5
20763,Tiling_Grid_Size,Tiling_Grid_Size,5
20764,Vignette_Effect,Vignette_Effect,5
20765,Vignette_Radius,Vignette_Radius,5
20766,Sepia_Effect,Sepia_Effect,5
20767,Noise_Effect,Noise_Effect,5
20768,Scratch_Effect,Scratch_Effect,5
20769,Kaleidoscope_Speed,Kaleidoscope_Speed,5
20771,Ripple_Speed,Ripple_Speed,5
20774,Stars_Speed,Stars_Speed,5
20776,Halftone_Sharpness,Halftone_Sharpness,5
20777,Halftone_Gray_Components,Halftone_Gray_Components,5
20778,Halftone_Color_Removal,Halftone_Color_Removal,5
20866,Low_Smoke_Generator,Low_Smoke_Generator,5
20895,Effect_Enable,Effect_Enable,5
20896,Effect_Disable,Effect_Disable,5
20897,Blur_Type,Blur_Type,5
20898,Blur_Area,Blur_Area,5
20899,Kaleidoscope_Type,Kaleidoscope_Type,5
20900,Posterise_Colors,Posterise_Colors,3
20901,Ripple_Type,Ripple_Type,5
20902,Distortion_Type,Distortion_Type,5
20903,Picasso_Animate_Mode,Picasso_Animate_Mode,5
20904,Tiling_Columns,Tiling_Columns,5
20905,Tiling_Rows,Tiling_Rows,5
20906,Media_Edge_Mode,Media_Edge_Mode,5
20907,Toon_Mode,Toon_Mode,5
20908,Chromatics_Mode,Chromatics_Mode,5
20909,ColorWave_Type,ColorWave_Type,3
21144,Color_Mix_MSpeed_3,Color_Mix_MSpeed_3,3
21145,Color_Mix_MSpeed_4,Color_Mix_MSpeed_4,3
21374,Frame_Assembly_Mode,Frame_Assembly_Mode,6
21497,Projector_Lens_Shift,Projector_Lens_Shift,5
21498,Projector_Lens_Shift_Horizontal,Projector_Lens_Shift_Horizontal,5
21499,Projector_Lens_Shift_Vertical,Projector_Lens_Shift_Vertical,5
21593,Proj_Input_2,Proj_Input_2,5
21700,Projector_Lens_Distortion,Projector_Lens_Distortion,5
21821,Keystone_Mode,Keystone_Mode,5
21944,Projector_Lens_Mode,Projector_Lens_Mode,5
21945,Projector_Fade_In,Projector_Fade_In,5
21946,Projector_Fade_Out,Projector_Fade_Out,5
22038,Image_Color_Invert,Image_Color_Invert,3
22054,Timecode_Offset_MilliSeconds,Timecode_Offset_MilliSeconds,4
22203,Chase_3,Chase_3,5
22204,Chase_4,Chase_4,5
22205,Chase_5,Chase_5,5
22206,Chase_6,Chase_6,5
22207,Chase_7,Chase_7,5
22208,Chase_8,Chase_8,5
22209,Int&Color&Form_MSpeed,Int&Color&Form_MSpeed,1
22301,Black_Level,Black_Level,3
22326,Edge_Blend_Horizontal,Edge_Blend_Horizontal,5
22327,Edge_Blend_Vertical,Edge_Blend_Vertical,5
22456,Collage_Type,Collage_Type,5
22457,Collage_Array_Configuration,Collage_Array_Configuration,5
22458,Collage_Cell,Collage_Cell,5
22459,Collage_Blend,Collage_Blend,5
22460,Alignment_Pattern,Alignment_Pattern,5
22699,Intens_41,Intens_41,1
22700,Intens_42,Intens_42,1
22701,Intens_43,Intens_43,1
22702,Intens_44,Intens_44,1
22703,Intens_45,Intens_45,1
22704,Intens_46,Intens_46,1
22705,Intens_47,Intens_47,1
22706,Intens_48,Intens_48,1
22707,Intens_49,Intens_49,1
22708,Intens_50,Intens_50,1
22709,Intens_51,Intens_51,1
22710,Intens_52,Intens_52,1
22711,Intens_53,Intens_53,1
22712,Intens_54,Intens_54,1
22713,Intens_55,Intens_55,1
22714,Intens_56,Intens_56,1
22715,Intens_57,Intens_57,1
22716,Intens_58,Intens_58,1
22717,Intens_59,Intens_59,1
22718,Intens_60,Intens_60,1
22719,Intens_61,Intens_61,1
22720,Intens_62,Intens_62,1
22721,Intens_63,Intens_63,1
22722,Intens_64,Intens_64,1
22723,Intens_65,Intens_65,1
22724,Intens_66,Intens_66,1
22725,Intens_67,Intens_67,1
22726,Intens_68,Intens_68,1
22727,Intens_69,Intens_69,1
22728,Intens_70,Intens_70,1
22729,Intens_71,Intens_71,1
22730,Intens_72,Intens_72,1
22731,Intens_73,Intens_73,1
22732,Intens_74,Intens_74,1
22733,Intens_75,Intens_75,1
22734,Intens_76,Intens_76,1
22735,Intens_77,Intens_77,1
22736,Intens_78,Intens_78,1
22737,Intens_79,Intens_79,1
22738,Intens_80,Intens_80,1
22739,Intens_81,Intens_81,1
22740,Intens_82,Intens_82,1
22741,Intens_83,Intens_83,1
22742,Intens_84,Intens_84,1
22743,Intens_85,Intens_85,1
22744,Intens_86,Intens_86,1
22745,Intens_87,Intens_87,1
22746,Intens_88,Intens_88,1
22747,Intens_89,Intens_89,1
22748,Intens_90,Intens_90,1
22749,Intens_91,Intens_91,1
22750,Intens_92,Intens_92,1
22751,Intens_93,Intens_93,1
22752,Intens_94,Intens_94,1
22753,Intens_95,Intens_95,1
22754,Intens_96,Intens_96,1
22755,Intens_97,Intens_97,1
22756,Intens_98,Intens_98,1
22757,Intens_99,Intens_99,1
22758,Intens_100,Intens_100,1
22759,Intens_101,Intens_101,1
22760,Intens_102,Intens_102,1
22761,Intens_103,Intens_103,1
22762,Intens_104,Intens_104,1
22763,Intens_105,Intens_105,1
22764,Intens_106,Intens_106,1
22765,Intens_107,Intens_107,1
22766,Intens_108,Intens_108,1
22767,Intens_109,Intens_109,1
22768,Intens_110,Intens_110,1
22769,Intens_111,Intens_111,1
22770,Intens_112,Intens_112,1
22771,Intens_113,Intens_113,1
22772,Intens_114,Intens_114,1
22773,Intens_115,Intens_115,1
22774,Intens_116,Intens_116,1
22775,Intens_117,Intens_117,1
22776,Intens_118,Intens_118,1
22777,Intens_119,Intens_119,1
22778,Intens_120,Intens_120,1
22779,Intens_121,Intens_121,1
22780,Intens_122,Intens_122,1
22781,Intens_123,Intens_123,1
22782,Intens_124,Intens_124,1
22783,Intens_125,Intens_125,1
22784,Intens_126,Intens_126,1
22785,Intens_127,Intens_127,1
22786,Intens_128,Intens_128,1
22787,Intens_129,Intens_129,1
22788,Intens_130,Intens_130,1
22789,Intens_131,Intens_131,1
22790,Intens_132,Intens_132,1
22791,Intens_133,Intens_133,1
22792,Intens_134,Intens_134,1
22793,Intens_135,Intens_135,1
22794,Intens_136,Intens_136,1
22795,Intens_137,Intens_137,1
22796,Intens_138,Intens_138,1
22797,Intens_139,Intens_139,1
22798,Intens_140,Intens_140,1
22799,Intens_141,Intens_141,1
22800,Intens_142,Intens_142,1
22801,Intens_143,Intens_143,1
22802,Intens_144,Intens_144,1
22803,Intens_145,Intens_145,1
22804,Intens_146,Intens_146,1
22805,Intens_147,Intens_147,1
22806,Intens_148,Intens_148,1
22807,Intens_149,Intens_149,1
22808,Intens_150,Intens_150,1
22809,Intens_151,Intens_151,1
22810,Intens_152,Intens_152,1
22811,Intens_153,Intens_153,1
22812,Intens_154,Intens_154,1
22813,Intens_155,Intens_155,1
22814,Intens_156,Intens_156,1
22815,Intens_157,Intens_157,1
22816,Intens_158,Intens_158,1
22817,Intens_159,Intens_159,1
22818,Intens_160,Intens_160,1
22819,Intens_161,Intens_161,1
22820,Intens_162,Intens_162,1
22821,Intens_163,Intens_163,1
22822,Intens_164,Intens_164,1
22823,Intens_165,Intens_165,1
22824,Intens_166,Intens_166,1
22825,Intens_167,Intens_167,1
22826,Intens_168,Intens_168,1
22827,Intens_169,Intens_169,1
22828,Intens_170,Intens_170,1
22829,Intens_171,Intens_171,1
22830,Intens_172,Intens_172,1
22831,Intens_173,Intens_173,1
22832,Intens_174,Intens_174,1
22833,Intens_175,Intens_175,1
22834,Intens_176,Intens_176,1
22835,Intens_177,Intens_177,1
22836,Intens_178,Intens_178,1
22837,Intens_179,Intens_179,1
22838,Intens_180,Intens_180,1
22839,Intens_181,Intens_181,1
22840,Intens_182,Intens_182,1
22841,Intens_183,Intens_183,1
22842,Intens_184,Intens_184,1
22843,Intens_185,Intens_185,1
22844,Intens_186,Intens_186,1
22845,Intens_187,Intens_187,1
22846,Intens_188,Intens_188,1
22847,Intens_189,Intens_189,1
22848,Intens_190,Intens_190,1
22849,Intens_191,Intens_191,1
22850,Intens_192,Intens_192,1
22851,Intens_193,Intens_193,1
22852,Intens_194,Intens_194,1
22853,Intens_195,Intens_195,1
22854,Intens_196,Intens_196,1
22855,Intens_197,Intens_197,1
22856,Intens_198,Intens_198,1
22857,Intens_199,Intens_199,1
22858,Intens_200,Intens_200,1
22859,Intens_201,Intens_201,1
22860,Intens_202,Intens_202,1
22861,Intens_203,Intens_203,1
22862,Intens_204,Intens_204,1
22863,Intens_205,Intens_205,1
22864,Intens_206,Intens_206,1
22865,Intens_207,Intens_207,1
22866,Intens_208,Intens_208,1
22867,Intens_209,Intens_209,1
22868,Intens_210,Intens_210,1
22869,Intens_211,Intens_211,1
22870,Intens_212,Intens_212,1
22871,Intens_213,Intens_213,1
22872,Intens_214,Intens_214,1
22873,Intens_215,Intens_215,1
22874,Intens_216,Intens_216,1
22875,Intens_217,Intens_217,1
22876,Intens_218,Intens_218,1
22877,Intens_219,Intens_219,1
22878,Intens_220,Intens_220,1
22879,Intens_221,Intens_221,1
22880,Intens_222,Intens_222,1
22881,Intens_223,Intens_223,1
22882,Intens_224,Intens_224,1
22883,Intens_225,Intens_225,1
23039,Red_Laser_Intensity,Red_Laser_Intensity,3
23040,Green_Laser_Intensity,Green_Laser_Intensity,3
23043,Blue_Laser_Intensity,Blue_Laser_Intensity,3
23159,Keystone_Position_X,Keystone_Position_X,5
23160,Keystone_Position_Y,Keystone_Position_Y,5
23170,Framing_a,Framing_a,5
23171,Framing_b,Framing_b,5
23298,Framing_a_2,Framing_a_2,5
23299,Framing_b_2,Framing_b_2,5
23300,Framing_a_3,Framing_a_3,5
23301,Framing_b_3,Framing_b_3,5
23302,Framing_a_4,Framing_a_4,5
23303,Framing_b_4,Framing_b_4,5
23304,Framing_Shape,Framing_Shape,5
23407,Clip_Trigger,Clip_Trigger,4
23562,Clip_Trigger_2,Clip_Trigger_2,4
23563,Clip_Trigger_3,Clip_Trigger_3,4
23808,Wheel_Mode,Wheel_Mode,5
23821,Wheel_Mode_2,Wheel_Mode_2,5
23822,Wheel_Mode_3,Wheel_Mode_3,5
23823,Wheel_Mode_4,Wheel_Mode_4,5
23824,Wheel_Mode_5,Wheel_Mode_5,5
23825,Wheel_Mode_6,Wheel_Mode_6,5
23917,Image_Adjust_Brightness,Image_Adjust_Brightness,5
23918,Image_Adjust_Lightness,Image_Adjust_Lightness,5
23934,Loop_Start,Loop_Start,4
23955,Crop_X,Crop_X,5
23956,Crop_Y,Crop_Y,5
23957,Crop_Edge,Crop_Edge,5
24061,Crop_X_2,Crop_X_2,5
24062,Crop_Y_2,Crop_Y_2,5
24063,Crop_X_4,Crop_X_4,5
24064,Crop_Y_4,Crop_Y_4,5
24065,Crop_X_3,Crop_X_3,5
24066,Crop_Y_3,Crop_Y_3,5
24067,UV_4,UV_4,3
24068,UV_5,UV_5,3
24069,UV_6,UV_6,3
24070,UV_7,UV_7,3
24071,UV_8,UV_8,3
24077,Zoom_Reset_2,Zoom_Reset_2,7
24080,Color_Mix_Position_5,Color_Mix_Position_5,3
24081,Color_Mix_Position_6,Color_Mix_Position_6,3
24082,Color_Mix_Position_7,Color_Mix_Position_7,3
24083,Color_Mix_Position_8,Color_Mix_Position_8,3
24098,Strobe_Duration_7,Strobe_Duration_7,5
24099,Strobe_Duration_8,Strobe_Duration_8,5
24110,Color_Mix_Macro_Duty_Cycle,Color_Mix_Macro_Duty_Cycle,3
24239,Screen_3_Edge,Screen_3_Edge,5
24240,Screen_4_Edge,Screen_4_Edge,5
24241,Screen_5_Edge,Screen_5_Edge,5
24242,Screen_6_Edge,Screen_6_Edge,5
24365,Screen_3_Edge_4,Screen_3_Edge_4,5
24366,Screen_4_Edge_4,Screen_4_Edge_4,5
24367,Screen_5_Edge_4,Screen_5_Edge_4,5
24368,Screen_6_Edge_4,Screen_6_Edge_4,5
24369,Screen_Mode_3,Screen_Mode_3,5
24370,Screen_Mode_4,Screen_Mode_4,5
24605,Color_Macros_8,Color_Macros_8,3
24606,Color_Macros_9,Color_Macros_9,3
24607,Color_Macros_10,Color_Macros_10,3
24608,Color_Macros_11,Color_Macros_11,3
24609,Color_Macros_12,Color_Macros_12,3
24610,Color_Macros_13,Color_Macros_13,3
24611,Color_Macros_14,Color_Macros_14,3
24612,Color_Macros_15,Color_Macros_15,3
24613,Color_Macros_16,Color_Macros_16,3
24842,Rotate_Mode_Y_2,Rotate_Mode_Y_2,5
24843,Zoom_Mode_2,Zoom_Mode_2,5
24844,Rotate_Mode_X_2,Rotate_Mode_X_2,5
24851,Zoom_Mode_3,Zoom_Mode_3,5
24856,Rotate_Mode_Z_2,Rotate_Mode_Z_2,5
24857,Intensity_Macro_Rate,Intensity_Macro_Rate,1
25099,Intensity_Mode_8,Intensity_Mode_8,1
25100,Magenta_3,Magenta_3,3
25101,Yellow_3,Yellow_3,3
25102,Intensity_Mode_3,Intensity_Mode_3,1
25103,Magenta_4,Magenta_4,3
25104,Yellow_4,Yellow_4,3
25105,Intensity_Mode_4,Intensity_Mode_4,1
25106,Magenta_5,Magenta_5,3
25107,Yellow_5,Yellow_5,3
25108,Intensity_Mode_5,Intensity_Mode_5,1
25109,Magenta_6,Magenta_6,3
25110,Yellow_6,Yellow_6,3
25111,Intensity_Mode_6,Intensity_Mode_6,1
25112,Pan_7,Pan_7,2
25113,Tilt_7,Tilt_7,2
25114,Cyan_7,Cyan_7,3
25115,Magenta_7,Magenta_7,3
25116,Yellow_7,Yellow_7,3
25117,Intensity_Mode_7,Intensity_Mode_7,1
25118,Position_Macro_Crossfade_Rate,Position_Macro_Crossfade_Rate,2
25119,Intensity_Macro_Crossfade_Rate,Intensity_Macro_Crossfade_Rate,1
25361,White_8,White_8,3
25362,White_9,White_9,3
25363,White_10,White_10,3
25364,White_11,White_11,3
25365,White_12,White_12,3
25366,White_13,White_13,3
25367,White_14,White_14,3
25368,White_15,White_15,3
25369,White_16,White_16,3
25370,White_17,White_17,3
25371,White_18,White_18,3
25372,White_19,White_19,3
25373,White_20,White_20,3
25374,White_21,White_21,3
25624,Strobe_Duration_9,Strobe_Duration_9,5
25625,Strobe_Duration_10,Strobe_Duration_10,5
25626,Strobe_Duration_11,Strobe_Duration_11,5
25627,Strobe_Duration_12,Strobe_Duration_12,5
25628,Strobe_Duration_13,Strobe_Duration_13,5
25629,Strobe_Duration_14,Strobe_Duration_14,5
25630,Strobe_Duration_15,Strobe_Duration_15,5
25631,Strobe_Duration_16,Strobe_Duration_16,5
25632,Strobe_Duration_17,Strobe_Duration_17,5
25633,Strobe_Duration_18,Strobe_Duration_18,5
25634,Strobe_Duration_19,Strobe_Duration_19,5
25635,Strobe_Duration_20,Strobe_Duration_20,5
25636,Strobe_Duration_21,Strobe_Duration_21,5
25637,Strobe_Duration_22,Strobe_Duration_22,5
25638,Strobe_Duration_23,Strobe_Duration_23,5
25639,Strobe_Duration_24,Strobe_Duration_24,5
25674,White_Point_Set,White_Point_Set,3
25846,Edge_Reset,Edge_Reset,7
25874,White_Point_Set_2,White_Point_Set_2,3
25875,White_Point_Set_3,White_Point_Set_3,3
25876,White_Point_Set_4,White_Point_Set_4,3
25877,White_Point_Set_5,White_Point_Set_5,3
25878,White_Point_Set_6,White_Point_Set_6,3
25879,White_Point_Set_7,White_Point_Set_7,3
25880,White_Point_Set_8,White_Point_Set_8,3
25883,Color_Mix_Position_9,Color_Mix_Position_9,3
25884,Color_Mix_Position_10,Color_Mix_Position_10,3
25885,Color_Mix_Position_11,Color_Mix_Position_11,3
26024,On_Screen_Display,On_Screen_Display,5
26118,Output_Color,Output_Color,3
26119,Projector_Channel,Projector_Channel,5
26120,Lamp_Mode,Lamp_Mode,7
26121,Test_Pattern,Test_Pattern,5
26122,Color_Space,Color_Space,3
26123,Blend,Blend,5
26124,Trigger_2,Trigger_2,4
26125,Trigger_3,Trigger_3,4
26357,Trigger,Trigger,4
26358,Color_Fade_Type,Color_Fade_Type,3
26393,Orange_Adjust,Orange_Adjust,3
26642,UV_9,UV_9,3
26643,UV_10,UV_10,3
26644,UV_11,UV_11,3
26645,UV_12,UV_12,3
26646,UV_13,UV_13,3
26647,UV_14,UV_14,3
26648,UV_15,UV_15,3
26649,UV_16,UV_16,3
26750,Image_Adjust_Contrast,Image_Adjust_Contrast,3
26996,Effect_Macro_Syncronisation,Effect_Macro_Syncronisation,4
26997,Strobe_Effect_Rate,Strobe_Effect_Rate,5
27229,Mode_3,Mode_3,5
27230,Fans_,Fans_,5
27462,Fx1_Para_10,Fx1_Para_10,5
27463,Fx1_Para_11,Fx1_Para_11,5
27464,Fx1_Para_12,Fx1_Para_12,5
27465,Fx1_Para_13,Fx1_Para_13,5
27466,Fx1_Para_14,Fx1_Para_14,5
27467,Fx1_Para_15,Fx1_Para_15,5
27468,Fx1_Para_16,Fx1_Para_16,5
27469,Fx2_Para_10,Fx2_Para_10,5
27470,Fx2_Para_11,Fx2_Para_11,5
27471,Fx2_Para_12,Fx2_Para_12,5
27472,Fx2_Para_13,Fx2_Para_13,5
27473,Fx2_Para_14,Fx2_Para_14,5
27474,Fx2_Para_15,Fx2_Para_15,5
27475,Fx2_Para_16,Fx2_Para_16,5
27476,Control_Range_3,Control_Range_3,5
27477,Control_Range_4,Control_Range_4,5
27478,Control_Range_5,Control_Range_5,5
27479,Control_Range_6,Control_Range_6,5
27480,Control_Range_7,Control_Range_7,5
27481,Control_Range_8,Control_Range_8,5
27482,Control_Range_9,Control_Range_9,5
27483,Control_Range_10,Control_Range_10,5
27484,Control_Range_11,Control_Range_11,5
27485,Control_Range_12,Control_Range_12,5
27486,Control_Range_13,Control_Range_13,5
27487,Control_Range_14,Control_Range_14,5
27488,Control_Range_15,Control_Range_15,5
27489,Control_Range_16,Control_Range_16,5
27490,MSpeed,MSpeed,7
27731,Color_Mix_Crossfade_Rate,Color_Mix_Crossfade_Rate,3
27732,Effect_Macros_9,Effect_Macros_9,4
27733,Effect_Macros_10,Effect_Macros_10,4
27867,Pixel_Mode_Parameter,Pixel_Mode_Parameter,5
27868,Envelope_Fade_In,Envelope_Fade_In,5
27869,Envelope_Fade_Out,Envelope_Fade_Out,5
27870,Envelope_Sustain,Envelope_Sustain,5
27891,Group_ID,Group_ID,5
27892,Transmitter_Mode,Transmitter_Mode,7
27893,Probability,Probability,5
27997,Pixel_Mode,Pixel_Mode,5
27998,Control_Signal,Control_Signal,7
27999,Effect_Trigger,Effect_Trigger,5
28000,Iterations,Iterations,5
28001,Pixel_Mode_Parameter_2,Pixel_Mode_Parameter_2,5
28002,Pixel_Mode_Parameter_3,Pixel_Mode_Parameter_3,5
28008,Color_Wheel_Select_Blink_7,Color_Wheel_Select_Blink_7,3
28009,Color_Select_5,Color_Select_5,3
28010,Color_Select_6,Color_Select_6,3
28011,Color_Select_7,Color_Select_7,3
28012,Color_Wheel_Mode_5,Color_Wheel_Mode_5,3
28013,Color_Wheel_Mode_6,Color_Wheel_Mode_6,3
28014,Color_Wheel_Mode_7,Color_Wheel_Mode_7,3
28168,Optical_Mode,Optical_Mode,5
28430,Color_Mix_Macro_Rate_6,Color_Mix_Macro_Rate_6,3
28680,Gen_Para_9,Gen_Para_9,5
28798,Mask_Level,Mask_Level,5
28922,Warp_Mode,Warp_Mode,5
28932,Timecode_Sync,Timecode_Sync,4
28933,Media_Preset_Bank,Media_Preset_Bank,4
29183,Warp_Mode_2,Warp_Mode_2,5
29294,Geometry_Mode,Geometry_Mode,5
29445,Projector_Zoom_Mode,Projector_Zoom_Mode,5
29533,Effect_Macro_Start,Effect_Macro_Start,4
29691,Position_MSpeed_3,Position_MSpeed_3,2
29696,Strobe_Mode_2,Strobe_Mode_2,5
29714,Cool_White_3,Cool_White_3,3
29715,Color_Mix_17,Color_Mix_17,3
29716,Color_Mix_18,Color_Mix_18,3
29717,Color_Mix_19,Color_Mix_19,3
29718,Color_Mix_20,Color_Mix_20,3
29719,Color_Mix_21,Color_Mix_21,3
29720,Color_Mix_22,Color_Mix_22,3
29721,Color_Mix_23,Color_Mix_23,3
29722,Color_Mix_24,Color_Mix_24,3
29723,Color_Mix_25,Color_Mix_25,3
29724,Screen_Mode_5,Screen_Mode_5,5
29725,Screen_Mode_6,Screen_Mode_6,5
29726,Layer_Mode_33,Layer_Mode_33,5
29727,Layer_Mode_34,Layer_Mode_34,5
29728,Layer_Mode_35,Layer_Mode_35,5
29729,Layer_Mode_36,Layer_Mode_36,5
29730,Layer_Mode_37,Layer_Mode_37,5
29731,Layer_Mode_38,Layer_Mode_38,5
29732,Layer_Mode_39,Layer_Mode_39,5
29733,Layer_Mode_40,Layer_Mode_40,5
29789,Gobo_Wheel_Offset_Amplitude,Gobo_Wheel_Offset_Amplitude,4
29902,Overlay_Level,Overlay_Level,4
30062,Overlay,Overlay,4
30097,Congo_Blue,Congo_Blue,3
30098,Light_Green,Light_Green,3
30360,Red_9,Red_9,3
30361,Green_9,Green_9,3
30362,Blue_9,Blue_9,3
30363,Red_10,Red_10,3
30364,Green_10,Green_10,3
30365,Blue_10,Blue_10,3
30366,Red_11,Red_11,3
30367,Green_11,Green_11,3
30368,Blue_11,Blue_11,3
30369,Red_12,Red_12,3
30370,Green_12,Green_12,3
30371,Blue_12,Blue_12,3
30372,Red_13,Red_13,3
30373,Green_13,Green_13,3
30374,Blue_13,Blue_13,3
30375,Red_14,Red_14,3
30376,Green_14,Green_14,3
30377,Blue_14,Blue_14,3
30378,Red_15,Red_15,3
30379,Green_15,Green_15,3
30380,Blue_15,Blue_15,3
30381,Red_16,Red_16,3
30382,Green_16,Green_16,3
30383,Blue_16,Blue_16,3
30644,Main_Intensity_3,Main_Intensity_3,1
30662,Color_Temperature_19,Color_Temperature_19,3
30880,Color_Wheel_Reset,Color_Wheel_Reset,7
31132,Color_Wheel_Reset_2,Color_Wheel_Reset_2,7
31236,Clip_Control,Clip_Control,4
31237,Image_Select,Image_Select,4
31238,Image_Control,Image_Control,4
31290,Projector_Iris,Projector_Iris,5
31398,Image_Control_2,Image_Control_2,4
31399,Image_Select_2,Image_Select_2,4
31400,Clip_Control_2,Clip_Control_2,4
31402,Effect_Rate_2,Effect_Rate_2,5
31403,Floor/Ceiling_Projection,Floor/Ceiling_Projection,5
31682,Zoom_4,Zoom_4,5
31683,Zoom_5,Zoom_5,5
31684,Color_Mix_Crossfade_Rate_2,Color_Mix_Crossfade_Rate_2,3
31685,Color_Mix_Crossfade_Rate_3,Color_Mix_Crossfade_Rate_3,3
31686,Color_Mix_Crossfade_Rate_4,Color_Mix_Crossfade_Rate_4,3
31687,Color_Mix_Crossfade_Rate_5,Color_Mix_Crossfade_Rate_5,3
31688,Color_Mix_Crossfade_Rate_6,Color_Mix_Crossfade_Rate_6,3
31689,Color_Mix_Crossfade_Rate_7,Color_Mix_Crossfade_Rate_7,3
31690,Color_Mix_Crossfade_Rate_8,Color_Mix_Crossfade_Rate_8,3
31691,Color_Mix_Crossfade_Rate_9,Color_Mix_Crossfade_Rate_9,3
31782,Color_Offset,Color_Offset,3
31817,Royal_Blue,Royal_Blue,3
32060,Royal_Blue_2,Royal_Blue_2,3
32061,Royal_Blue_3,Royal_Blue_3,3
32062,Royal_Blue_4,Royal_Blue_4,3
32327,Gobo_Wheel_Offset_Amplitude_2,Gobo_Wheel_Offset_Amplitude_2,4
32582,Laser_2,Laser_2,3
32583,Effect_Macro_Rate_4,Effect_Macro_Rate_4,4
32839,Audio_Sensitivity_2,Audio_Sensitivity_2,7
32840,Strobe_Intensity,Strobe_Intensity,1
33101,Lamp_Control_5,Lamp_Control_5,7
33102,Lamp_Control_6,Lamp_Control_6,7
33103,Lamp_Control_7,Lamp_Control_7,7
33104,Lamp_Control_8,Lamp_Control_8,7
33105,Lamp_Control_9,Lamp_Control_9,7
33106,Lamp_Control_10,Lamp_Control_10,7
33107,Lamp_Control_11,Lamp_Control_11,7
33108,Lamp_Control_12,Lamp_Control_12,7
33109,Lamp_Control_13,Lamp_Control_13,7
33110,Lamp_Control_14,Lamp_Control_14,7
33111,Lamp_Control_15,Lamp_Control_15,7
33112,Lamp_Control_16,Lamp_Control_16,7
33113,Lamp_Control_17,Lamp_Control_17,7
33114,Lamp_Control_18,Lamp_Control_18,7
33115,Lamp_Control_19,Lamp_Control_19,7
33116,Lamp_Control_20,Lamp_Control_20,7
33117,Lamp_Control_21,Lamp_Control_21,7
33118,Lamp_Control_22,Lamp_Control_22,7
33119,Lamp_Control_23,Lamp_Control_23,7
33140,Red_All_2,Red_All_2,3
33141,Green_All_2,Green_All_2,3
33142,Blue_All_2,Blue_All_2,3
33143,White_All_2,White_All_2,3
33144,Color_Mix_Macro_Rate_8,Color_Mix_Macro_Rate_8,3
33428,Gobo_Wheel_Shake_Mode_2,Gobo_Wheel_Shake_Mode_2,4
33445,Color_Wheels_Mode,Color_Wheels_Mode,3
33728,Intensity_MSpeed_2,Intensity_MSpeed_2,1
33729,Intensity_MSpeed_3,Intensity_MSpeed_3,1
33730,Intensity_MSpeed_4,Intensity_MSpeed_4,1
33742,Cool_White_4,Cool_White_4,3
33743,Cool_White_5,Cool_White_5,3
33744,Cool_White_6,Cool_White_6,3
33745,Cool_White_7,Cool_White_7,3
33746,Cool_White_8,Cool_White_8,3
33747,Cool_White_9,Cool_White_9,3
33748,Cool_White_10,Cool_White_10,3
33749,Cool_White_11,Cool_White_11,3
33750,Cool_White_12,Cool_White_12,3
33751,Cool_White_13,Cool_White_13,3
33752,Warm_White_14,Warm_White_14,3
33753,Cool_White_14,Cool_White_14,3
33754,Warm_White_15,Warm_White_15,3
33755,Cool_White_15,Cool_White_15,3
33756,Warm_White_16,Warm_White_16,3
33757,Cool_White_16,Cool_White_16,3
34042,Lime_2,Lime_2,3
34043,Lime_3,Lime_3,3
34044,Lime_4,Lime_4,3
34079,Amber_All,Amber_All,3
34095,Indigo_All,Indigo_All,3
34148,Effect_Macro_Position,Effect_Macro_Position,4
34225,Number_Select,Number_Select,5
34336,Effect_Macro_Rate_5,Effect_Macro_Rate_5,4
34353,Number_Select_2,Number_Select_2,5
34354,Number_Select_3,Number_Select_3,5
34636,Effect_Macro_Position_4,Effect_Macro_Position_4,4
34640,Effect_Macro_Position_2,Effect_Macro_Position_2,4
34942,Orange_2,Orange_2,3
35224,Position_MSpeed_4,Position_MSpeed_4,2
35509,Tilt_8,Tilt_8,2
35510,Tilt_9,Tilt_9,2
35511,Tilt_10,Tilt_10,2
35793,Red_20,Red_20,3
35794,Green_20,Green_20,3
35795,Blue_20,Blue_20,3
35796,Effect_Macro_Rate_21,Effect_Macro_Rate_21,4
35797,Red_21,Red_21,3
35798,Green_21,Green_21,3
35799,Blue_21,Blue_21,3
35800,Effect_Macros_21,Effect_Macros_21,4
35998,Laser_Wiggle_Amplitude,Laser_Wiggle_Amplitude,3
36282,Color_MSpeed_Mode,Color_MSpeed_Mode,3
36283,Gobo_Wheel_Select_MSpeed_Mode,Gobo_Wheel_Select_MSpeed_Mode,4
36284,Int&Form_MSpeed_Mode,Int&Form_MSpeed_Mode,5
36285,Int_MSpeed_Mode,Int_MSpeed_Mode,1
36286,Form_MSpeed_Mode,Form_MSpeed_Mode,5
36287,Beam_MSpeed_Mode,Beam_MSpeed_Mode,5
36288,Image_MSpeed_Mode,Image_MSpeed_Mode,4
36289,Color_Wheel_Select_MSpeed_Mode,Color_Wheel_Select_MSpeed_Mode,3
36290,Int&Beam_MSpeed_Mode,Int&Beam_MSpeed_Mode,1
36291,Beamshaper_Index_MSpeed_Mode,Beamshaper_Index_MSpeed_Mode,5
36292,Color_Mix_MSpeed_Mode,Color_Mix_MSpeed_Mode,3
