parameter_type,parameter_type_text_short,parameter_type_text_long,parameter_category
36310,Transition_Speed_Mode,Transition_Speed_Mode,5
36311,Zoom_MSpeed_Mode,Zoom_MSpeed_Mode,5
36315,Intensity_MSpeed_Mode,Intensity_MSpeed_Mode,1
36610,Laser_3,Laser_3,3
36611,Laser_4,Laser_4,3
36612,Laser_5,Laser_5,3
36613,Laser_6,Laser_6,3
36614,Laser_7,Laser_7,3
36615,Laser_8,Laser_8,3
36616,Laser_9,Laser_9,3
36617,Laser_10,Laser_10,3
36628,Scan_Rate_2,Scan_Rate_2,7
36930,Pan_Mode_2,Pan_Mode_2,2
36931,Tilt_Mode_2,Tilt_Mode_2,2
37035,Red_Gamma,Red_Gamma,3
37036,Green_Gamma,Green_Gamma,3
37037,Blue_Gamma,Blue_Gamma,3
37052,Clip_Mode,Clip_Mode,4
37102,Layer_Command,Layer_Command,5
37222,Cue_3,Cue_3,5
37223,Crop_Edge_2,Crop_Edge_2,5
37224,Clip_Directory_3,Clip_Directory_3,5
37225,Framing_Assembly,Framing_Assembly,5
37226,Clip_Mode_2,Clip_Mode_2,4
37508,Position_Reset_2,Position_Reset_2,7
37509,Position_Reset_3,Position_Reset_3,7
37798,Gobo_Offset_Mode,Gobo_Offset_Mode,4
37802,Pixel_Map,Pixel_Map,5
37803,Pixel_Map_Mode,Pixel_Map_Mode,5
37804,Pixel_Map_Color_Averaging,Pixel_Map_Color_Averaging,5
37810,Pan_MSpeed_2,Pan_MSpeed_2,2
37811,Tilt_MSpeed_2,Tilt_MSpeed_2,2
37812,Color_Mix_Macro_Rate_3,Color_Mix_Macro_Rate_3,3
37816,Color_Mix_Macro_Rate_4,Color_Mix_Macro_Rate_4,3
37819,Position_Reset_4,Position_Reset_4,7
37821,Pan_MSpeed_3,Pan_MSpeed_3,2
37822,Tilt_MSpeed_3,Tilt_MSpeed_3,2
37823,Pan_MSpeed_4,Pan_MSpeed_4,2
37824,Tilt_MSpeed_4,Tilt_MSpeed_4,2
38133,Orange_3,Orange_3,3
38415,Strobe_Duration_25,Strobe_Duration_25,5
38416,Strobe_Duration_26,Strobe_Duration_26,5
38417,Strobe_Duration_27,Strobe_Duration_27,5
38418,Strobe_Duration_28,Strobe_Duration_28,5
38419,Strobe_Duration_29,Strobe_Duration_29,5
38420,Strobe_Duration_30,Strobe_Duration_30,5
38421,Strobe_Duration_31,Strobe_Duration_31,5
38422,Strobe_Duration_32,Strobe_Duration_32,5
38423,Strobe_Duration_33,Strobe_Duration_33,5
38424,Strobe_Duration_34,Strobe_Duration_34,5
38425,Strobe_Duration_35,Strobe_Duration_35,5
38426,Strobe_Duration_36,Strobe_Duration_36,5
38427,Strobe_Duration_37,Strobe_Duration_37,5
38428,Strobe_Duration_38,Strobe_Duration_38,5
38429,Strobe_Duration_39,Strobe_Duration_39,5
38430,Strobe_Duration_40,Strobe_Duration_40,5
38431,Strobe_Duration_41,Strobe_Duration_41,5
38432,Strobe_Duration_42,Strobe_Duration_42,5
38433,Strobe_Duration_43,Strobe_Duration_43,5
38434,Strobe_Duration_44,Strobe_Duration_44,5
38435,Strobe_Duration_45,Strobe_Duration_45,5
38436,Strobe_Duration_46,Strobe_Duration_46,5
38437,Strobe_Duration_47,Strobe_Duration_47,5
38438,Strobe_Duration_48,Strobe_Duration_48,5
38439,Strobe_Duration_49,Strobe_Duration_49,5
38440,Strobe_Duration_50,Strobe_Duration_50,5
38441,Strobe_Duration_51,Strobe_Duration_51,5
38442,Strobe_Duration_52,Strobe_Duration_52,5
38443,Strobe_Duration_53,Strobe_Duration_53,5
38444,Strobe_Duration_54,Strobe_Duration_54,5
38445,Strobe_Duration_55,Strobe_Duration_55,5
38446,Strobe_Duration_56,Strobe_Duration_56,5
38447,Strobe_Duration_57,Strobe_Duration_57,5
38448,Strobe_Duration_58,Strobe_Duration_58,5
38449,Strobe_Duration_59,Strobe_Duration_59,5
38450,Strobe_Duration_60,Strobe_Duration_60,5
38451,Strobe_Duration_61,Strobe_Duration_61,5
38452,Strobe_Duration_62,Strobe_Duration_62,5
38453,Strobe_Duration_63,Strobe_Duration_63,5
38454,Strobe_Duration_64,Strobe_Duration_64,5
38455,Shutter_Strobe_41,Shutter_Strobe_41,5
38456,Shutter_Strobe_42,Shutter_Strobe_42,5
38457,Shutter_Strobe_43,Shutter_Strobe_43,5
38458,Shutter_Strobe_44,Shutter_Strobe_44,5
38459,Shutter_Strobe_45,Shutter_Strobe_45,5
38460,Shutter_Strobe_46,Shutter_Strobe_46,5
38461,Shutter_Strobe_47,Shutter_Strobe_47,5
38462,Shutter_Strobe_48,Shutter_Strobe_48,5
38463,Shutter_Strobe_49,Shutter_Strobe_49,5
38464,Shutter_Strobe_50,Shutter_Strobe_50,5
38465,Shutter_Strobe_51,Shutter_Strobe_51,5
38466,Shutter_Strobe_52,Shutter_Strobe_52,5
38467,Shutter_Strobe_53,Shutter_Strobe_53,5
38468,Shutter_Strobe_54,Shutter_Strobe_54,5
38469,Shutter_Strobe_55,Shutter_Strobe_55,5
38470,Shutter_Strobe_56,Shutter_Strobe_56,5
38471,Shutter_Strobe_57,Shutter_Strobe_57,5
38472,Shutter_Strobe_58,Shutter_Strobe_58,5
38473,Shutter_Strobe_59,Shutter_Strobe_59,5
38474,Shutter_Strobe_60,Shutter_Strobe_60,5
38475,Shutter_Strobe_61,Shutter_Strobe_61,5
38476,Shutter_Strobe_62,Shutter_Strobe_62,5
38477,Shutter_Strobe_63,Shutter_Strobe_63,5
38478,Shutter_Strobe_64,Shutter_Strobe_64,5
38760,Tilt_Mode_3,Tilt_Mode_3,2
38761,Tilt_Mode_4,Tilt_Mode_4,2
38762,Tilt_Mode_5,Tilt_Mode_5,2
38763,Tilt_Mode_6,Tilt_Mode_6,2
39048,Strobe_Effect_Rate_3,Strobe_Effect_Rate_3,5
39334,Mirror_Ball_2,Mirror_Ball_2,5
39335,Mirror_Ball_3,Mirror_Ball_3,5
39339,Rotate_Offset_X,Rotate_Offset_X,5
39340,Rotate_Offset_Y,Rotate_Offset_Y,5
39443,Strobe_BPM,Strobe_BPM,5
39444,Strobe_Reset,Strobe_Reset,5
39445,Strobe_Toggle,Strobe_Toggle,5
39447,Brightness_Contrast_Reset,Brightness_Contrast_Reset,5
39448,Image_Ambience,Image_Ambience,3
39463,Black_Output,Black_Output,4
39465,Deck_A_Cell_Trigger,Deck_A_Cell_Trigger,4
39466,Deck_B_Cell_Trigger,Deck_B_Cell_Trigger,4
39477,Playback_Sequential,Playback_Sequential,4
39478,Playback_Random,Playback_Random,4
39479,Playback_Manual,Playback_Manual,4
39480,_Playback_Stop,_Playback_Stop,4
39481,Playback_Pause,Playback_Pause,4
39482,Playback_Play_Once,Playback_Play_Once,4
39483,Playback_Play_Once_Freeze,Playback_Play_Once_Freeze,4
39484,Playback_Play_Loop,Playback_Play_Loop,4
39485,Beat_Detect,Beat_Detect,4
39508,Effect_Parameter_Clear,Effect_Parameter_Clear,5
39509,Effect_Toggle,Effect_Toggle,5
39510,Effect_Next,Effect_Next,5
39511,Effect_Previous,Effect_Previous,5
39516,Mix_Full_A,Mix_Full_A,5
39517,Mix_Full_B,Mix_Full_B,5
39546,Timer_Start,Timer_Start,7
39547,Timer_Stop,Timer_Stop,7
39548,Timer_Reset,Timer_Reset,7
39616,Effect_Reset,Effect_Reset,7
39640,CTO_MSpeed,CTO_MSpeed,3
39647,Effect_Parameter_Clear_2,Effect_Parameter_Clear_2,5
39648,Effect_Parameter_Clear_3,Effect_Parameter_Clear_3,5
39649,Deck_A_Cell_Trigger_2,Deck_A_Cell_Trigger_2,4
39650,Deck_A_Cell_Trigger_3,Deck_A_Cell_Trigger_3,4
39651,Deck_A_Cell_Trigger_4,Deck_A_Cell_Trigger_4,4
39652,Deck_A_Cell_Trigger_5,Deck_A_Cell_Trigger_5,4
39653,Deck_A_Cell_Trigger_6,Deck_A_Cell_Trigger_6,4
39654,Deck_A_Cell_Trigger_7,Deck_A_Cell_Trigger_7,4
39655,Deck_A_Cell_Trigger_8,Deck_A_Cell_Trigger_8,4
39656,Deck_A_Cell_Trigger_9,Deck_A_Cell_Trigger_9,4
39657,Deck_A_Cell_Trigger_10,Deck_A_Cell_Trigger_10,4
39658,Deck_A_Cell_Trigger_11,Deck_A_Cell_Trigger_11,4
39659,Deck_A_Cell_Trigger_12,Deck_A_Cell_Trigger_12,4
39660,Deck_A_Cell_Trigger_13,Deck_A_Cell_Trigger_13,4
39661,Deck_A_Cell_Trigger_14,Deck_A_Cell_Trigger_14,4
39662,Deck_A_Cell_Trigger_15,Deck_A_Cell_Trigger_15,4
39663,Deck_A_Cell_Trigger_16,Deck_A_Cell_Trigger_16,4
39664,Deck_A_Cell_Trigger_17,Deck_A_Cell_Trigger_17,4
39665,Deck_A_Cell_Trigger_18,Deck_A_Cell_Trigger_18,4
39666,Deck_A_Cell_Trigger_19,Deck_A_Cell_Trigger_19,4
39667,Deck_A_Cell_Trigger_20,Deck_A_Cell_Trigger_20,4
39668,Deck_A_Cell_Trigger_21,Deck_A_Cell_Trigger_21,4
39669,Deck_A_Cell_Trigger_22,Deck_A_Cell_Trigger_22,4
39670,Deck_A_Cell_Trigger_23,Deck_A_Cell_Trigger_23,4
39671,Deck_A_Cell_Trigger_24,Deck_A_Cell_Trigger_24,4
39672,Deck_A_Cell_Trigger_25,Deck_A_Cell_Trigger_25,4
39673,Deck_A_Cell_Trigger_26,Deck_A_Cell_Trigger_26,4
39674,Deck_A_Cell_Trigger_27,Deck_A_Cell_Trigger_27,4
39675,Deck_A_Cell_Trigger_28,Deck_A_Cell_Trigger_28,4
39676,Deck_A_Cell_Trigger_29,Deck_A_Cell_Trigger_29,4
39677,Deck_A_Cell_Trigger_30,Deck_A_Cell_Trigger_30,4
39678,Deck_A_Cell_Trigger_31,Deck_A_Cell_Trigger_31,4
39679,Deck_A_Cell_Trigger_32,Deck_A_Cell_Trigger_32,4
39680,Deck_A_Cell_Trigger_33,Deck_A_Cell_Trigger_33,4
39681,Deck_A_Cell_Trigger_34,Deck_A_Cell_Trigger_34,4
39682,Deck_A_Cell_Trigger_35,Deck_A_Cell_Trigger_35,4
39683,Deck_A_Cell_Trigger_36,Deck_A_Cell_Trigger_36,4
39684,Playback_Sequential_2,Playback_Sequential_2,4
39685,Playback_Random_2,Playback_Random_2,4
39686,Playback_Manual_2,Playback_Manual_2,4
39687,Playback_Stop_2,Playback_Stop_2,4
39688,Playback_Pause_2,Playback_Pause_2,4
39689,Playback_Play_Once_2,Playback_Play_Once_2,4
39690,Playback_Play_Once_Freeze_2,Playback_Play_Once_Freeze_2,4
39691,Playback_Play_Loop_2,Playback_Play_Loop_2,4
39692,Deck_B_Cell_Trigger_2,Deck_B_Cell_Trigger_2,4
39693,Deck_B_Cell_Trigger_3,Deck_B_Cell_Trigger_3,4
39694,Deck_B_Cell_Trigger_4,Deck_B_Cell_Trigger_4,4
39695,Deck_B_Cell_Trigger_5,Deck_B_Cell_Trigger_5,4
39696,Deck_B_Cell_Trigger_6,Deck_B_Cell_Trigger_6,4
39697,Deck_B_Cell_Trigger_7,Deck_B_Cell_Trigger_7,4
39698,Deck_B_Cell_Trigger_8,Deck_B_Cell_Trigger_8,4
39699,Deck_B_Cell_Trigger_9,Deck_B_Cell_Trigger_9,4
39700,Deck_B_Cell_Trigger_10,Deck_B_Cell_Trigger_10,4
39701,Deck_B_Cell_Trigger_11,Deck_B_Cell_Trigger_11,4
39702,Deck_B_Cell_Trigger_12,Deck_B_Cell_Trigger_12,4
39703,Deck_B_Cell_Trigger_13,Deck_B_Cell_Trigger_13,4
39704,Deck_B_Cell_Trigger_14,Deck_B_Cell_Trigger_14,4
39705,Deck_B_Cell_Trigger_15,Deck_B_Cell_Trigger_15,4
39706,Deck_B_Cell_Trigger_16,Deck_B_Cell_Trigger_16,4
39707,Deck_B_Cell_Trigger_17,Deck_B_Cell_Trigger_17,4
39708,Deck_B_Cell_Trigger_18,Deck_B_Cell_Trigger_18,4
39709,Deck_B_Cell_Trigger_19,Deck_B_Cell_Trigger_19,4
39710,Deck_B_Cell_Trigger_20,Deck_B_Cell_Trigger_20,4
39711,Deck_B_Cell_Trigger_21,Deck_B_Cell_Trigger_21,4
39712,Deck_B_Cell_Trigger_22,Deck_B_Cell_Trigger_22,4
39713,Deck_B_Cell_Trigger_23,Deck_B_Cell_Trigger_23,4
39714,Deck_B_Cell_Trigger_24,Deck_B_Cell_Trigger_24,4
39715,Deck_B_Cell_Trigger_25,Deck_B_Cell_Trigger_25,4
39716,Deck_B_Cell_Trigger_26,Deck_B_Cell_Trigger_26,4
39717,Deck_B_Cell_Trigger_27,Deck_B_Cell_Trigger_27,4
39718,Deck_B_Cell_Trigger_28,Deck_B_Cell_Trigger_28,4
39719,Deck_B_Cell_Trigger_29,Deck_B_Cell_Trigger_29,4
39720,Deck_B_Cell_Trigger_30,Deck_B_Cell_Trigger_30,4
39721,Deck_B_Cell_Trigger_31,Deck_B_Cell_Trigger_31,4
39722,Deck_B_Cell_Trigger_32,Deck_B_Cell_Trigger_32,4
39723,Deck_B_Cell_Trigger_33,Deck_B_Cell_Trigger_33,4
39724,Deck_B_Cell_Trigger_34,Deck_B_Cell_Trigger_34,4
39725,Deck_B_Cell_Trigger_35,Deck_B_Cell_Trigger_35,4
39726,Deck_B_Cell_Trigger_36,Deck_B_Cell_Trigger_36,4
39727,Deck_A_Bank,Deck_A_Bank,4
39728,Deck_B_Bank,Deck_B_Bank,4
39729,Macros_11,Macros_11,5
39730,Macros_16,Macros_16,5
39731,Macros_21,Macros_21,5
39732,Color_Mix_Macro_Rate_5,Color_Mix_Macro_Rate_5,3
39733,Color_Mix_Macro_Rate_7,Color_Mix_Macro_Rate_7,3
39737,Lime_5,Lime_5,3
39738,Lime_6,Lime_6,3
39739,Lime_7,Lime_7,3
39740,Lime_8,Lime_8,3
39741,Lime_9,Lime_9,3
39742,Lime_10,Lime_10,3
39767,Mix,Mix,4
39768,Mix_Mode,Mix_Mode,4
39769,Image_Remap,Image_Remap,5
39770,Keystone_Blend,Keystone_Blend,5
39771,Effect_Head_2,Effect_Head_2,2
39772,Color_Mix_Step_2,Color_Mix_Step_2,3
39773,Color_Mix_Step_3,Color_Mix_Step_3,3
39774,Color_Mix_Step_4,Color_Mix_Step_4,3
39775,Color_Mix_Step_5,Color_Mix_Step_5,3
39776,Color_Mix_Step_6,Color_Mix_Step_6,3
39777,Color_Mix_Step_7,Color_Mix_Step_7,3
39778,Color_Mix_Step_8,Color_Mix_Step_8,3
39779,Color_Mix_Step_9,Color_Mix_Step_9,3
39780,Color_Mix_Step_10,Color_Mix_Step_10,3
39781,Color_Mix_Step_11,Color_Mix_Step_11,3
39782,Color_Mix_Step_12,Color_Mix_Step_12,3
39784,Color_Mix_Step_13,Color_Mix_Step_13,3
39786,Color_Mix_Step_14,Color_Mix_Step_14,3
39788,Color_Mix_Step_15,Color_Mix_Step_15,3
39790,Color_Mix_Step_16,Color_Mix_Step_16,3
39792,Color_Mix_Step_17,Color_Mix_Step_17,3
39794,Color_Mix_Step_18,Color_Mix_Step_18,3
39796,Color_Mix_Step_19,Color_Mix_Step_19,3
39783,Color_Mix_Position_13,Color_Mix_Position_13,3
39785,Color_Mix_Position_14,Color_Mix_Position_14,3
39787,Color_Mix_Position_15,Color_Mix_Position_15,3
39789,Color_Mix_Position_16,Color_Mix_Position_16,3
39791,Color_Mix_Position_17,Color_Mix_Position_17,3
39793,Color_Mix_Position_18,Color_Mix_Position_18,3
39795,Color_Mix_Position_19,Color_Mix_Position_19,3
39797,Fixture_Identify,Fixture_Identify,7
39798,Fixture_Settings_Save,Fixture_Settings_Save,5
39799,Pixel_Mapping_Invert_X_2,Pixel_Mapping_Invert_X_2,4
40062,Diffusion_Mode_2,Diffusion_Mode_2,5
40349,Color_Wheel_Select_Blink_3,Color_Wheel_Select_Blink_3,3
40350,Optical_Mode_2,Optical_Mode_2,5
40399,Violet,Violet,3
40641,Violet_2,Violet_2,3
40642,Violet_3,Violet_3,3
40643,Intensity_Adjust,Intensity_Adjust,1
40671,Red_Maximum,Red_Maximum,3
40673,Green_Maximum,Green_Maximum,3
40675,Blue_Maximum,Blue_Maximum,3
40953,Color_Mix_Macro_Step_Time_2,Color_Mix_Macro_Step_Time_2,3
40954,Color_Mix_Macro_Fade_Time_2,Color_Mix_Macro_Fade_Time_2,3
41005,Color_Wheels,Color_Wheels,3
41070,Red_Shift,Red_Shift,3
41101,Strobe_Color_Amber,Strobe_Color_Amber,3
41349,Macro_Rate_3,Macro_Rate_3,5
41399,Color_Crossfade_Type,Color_Crossfade_Type,3
41633,Gel_Manufacturer,Gel_Manufacturer,3
41634,Gel_Range,Gel_Range,3
41635,_Gel,_Gel,3
41636,Color_Mode_2,Color_Mode_2,3
41637,Gel_Manufacturer_2,Gel_Manufacturer_2,3
41638,Gel_Range_2,Gel_Range_2,3
41639,Gel_2,Gel_2,3
41640,Color_Preset,Color_Preset,3
41641,CIE_X_2,CIE_X_2,3
41642,CIE_Y_2,CIE_Y_2,3
41643,Source_Type,Source_Type,3
41644,Source,Source,3
41645,Source_Type_2,Source_Type_2,3
41646,Source_2,Source_2,3
41650,Position_Macro_Start,Position_Macro_Start,2
41656,Color_Mix_Macro_Start,Color_Mix_Macro_Start,3
41723,Continuous_Loop_Speed,Continuous_Loop_Speed,4
41745,Effect_Macro_Fade_Time,Effect_Macro_Fade_Time,4
41780,Keystone_Angle_X,Keystone_Angle_X,5
41781,Keystone_Angle_Y,Keystone_Angle_Y,5
41954,Scene,Scene,4
41956,Display_Position,Display_Position,5
42054,Black_Level_Adjust,Black_Level_Adjust,3
42331,Fans_Mode,Fans_Mode,7
42406,Beam_Macro_Rate,Beam_Macro_Rate,4
42410,Beam_Macro_Select_Blink,Beam_Macro_Select_Blink,4
42507,Mode_Rate,Mode_Rate,7
42611,Effect_Motor_1,Effect_Motor_1,4
42612,Effect_Motor_2,Effect_Motor_2,4
42634,Animation_Offset,Animation_Offset,4
42641,Color_Temperature_20,Color_Temperature_20,3
42642,Color_Temperature_21,Color_Temperature_21,3
42643,Color_Temperature_22,Color_Temperature_22,3
42644,Color_Temperature_23,Color_Temperature_23,3
42645,Color_Temperature_24,Color_Temperature_24,3
42646,Color_Temperature_25,Color_Temperature_25,3
42647,Color_Temperature_26,Color_Temperature_26,3
42648,Color_Temperature_27,Color_Temperature_27,3
42649,Color_Temperature_28,Color_Temperature_28,3
42650,Color_Temperature_29,Color_Temperature_29,3
42651,Color_Temperature_30,Color_Temperature_30,3
42652,Color_Temperature_31,Color_Temperature_31,3
42653,Color_Temperature_32,Color_Temperature_32,3
42654,Color_Temperature_33,Color_Temperature_33,3
42655,Color_Temperature_34,Color_Temperature_34,3
42656,Color_Temperature_35,Color_Temperature_35,3
42657,Color_Temperature_36,Color_Temperature_36,3
42658,Color_Temperature_37,Color_Temperature_37,3
42753,Background_Level,Background_Level,1
42765,Color_Averaging,Color_Averaging,3
42785,Pause_On_Dark,Pause_On_Dark,4
42786,Rewind_On_Dark,Rewind_On_Dark,4
42950,Pixelmap_Mode,Pixelmap_Mode,4
42969,Intensity_Adjust_2,Intensity_Adjust_2,1
42995,Red_Minimum,Red_Minimum,3
42996,Green_Minimum,Green_Minimum,3
42997,Blue_Minimum,Blue_Minimum,3
43101,Color_Select_Red,Color_Select_Red,3
43104,Color_Select_Green,Color_Select_Green,3
43106,Color_Select_Blue,Color_Select_Blue,3
43295,Strobe_Effect_Rate_2,Strobe_Effect_Rate_2,5
43301,Background_Color_Red_2,Background_Color_Red_2,3
43302,Background_Color_Green_2,Background_Color_Green_2,3
43303,Background_Color_Blue_2,Background_Color_Blue_2,3
43304,Color_Select_Red_2,Color_Select_Red_2,3
43305,Color_Select_Green_2,Color_Select_Green_2,3
43306,Color_Select_Blue_2,Color_Select_Blue_2,3
43307,Color_Offset_2,Color_Offset_2,3
43352,Color_Position,Color_Position,3
43403,Color_Effect_Parameter_Red,Color_Effect_Parameter_Red,3
43404,Color_Effect_Parameter_Green,Color_Effect_Parameter_Green,3
43405,Color_Effect_Parameter_Blue,Color_Effect_Parameter_Blue,3
43406,Color_Effect_Rate,Color_Effect_Rate,3
43584,Effect_Rate_3,Effect_Rate_3,5
43585,Fx4_Level,Fx4_Level,5
43586,Effect_Rate_4,Effect_Rate_4,5
43587,Layer_Effect_Parameter_5,Layer_Effect_Parameter_5,5
43588,Layer_Effect_Parameter_6,Layer_Effect_Parameter_6,5
43589,Layer_Effect_Parameter_7,Layer_Effect_Parameter_7,5
43590,Layer_Effect_Parameter_8,Layer_Effect_Parameter_8,5
43591,Layer_Effect_Parameter_9,Layer_Effect_Parameter_9,5
43592,Layer_Effect_Parameter_10,Layer_Effect_Parameter_10,5
43593,Layer_Effect_Parameter_11,Layer_Effect_Parameter_11,5
43594,Layer_Effect_Parameter_12,Layer_Effect_Parameter_12,5
43595,Output_Index/Rotation_2,Output_Index/Rotation_2,5
43596,Output_Index/Rotation_3,Output_Index/Rotation_3,5
43597,Output_Index/Rotation_4,Output_Index/Rotation_4,5
43621,Color_Effect_Parameter_Red_2,Color_Effect_Parameter_Red_2,3
43622,Color_Effect_Parameter_Green_2,Color_Effect_Parameter_Green_2,3
43623,Color_Effect_Parameter_Blue_2,Color_Effect_Parameter_Blue_2,3
43624,Color_Effect_Rate_2,Color_Effect_Rate_2,3
43625,Color_Effect_2,Color_Effect_2,3
43700,Pixel_Mask_Effect_Time,Pixel_Mask_Effect_Time,4
43904,Compound_Lens_Index_Rotate,Compound_Lens_Index_Rotate,5
43930,Intensity_Adjust_3,Intensity_Adjust_3,1
43931,Compound_Lens_Mode,Compound_Lens_Mode,5
43932,Pixel_Mask,Pixel_Mask,4
43933,Virtual_Main,Virtual_Main,1
44208,Tilt_11,Tilt_11,2
44209,Tilt_12,Tilt_12,2
44521,White_Balance_Mode,White_Balance_Mode,5
44705,Macro_Size,Macro_Size,5
44707,Macro_Position,Macro_Position,5
44737,Wave_Amplitude,Wave_Amplitude,7
44738,Wave_Angle,Wave_Angle,7
44803,Position_Blink_2,Position_Blink_2,2
44807,Macro_Size_2,Macro_Size_2,5
44810,Macro_Position_2,Macro_Position_2,5
44838,Wave_Angle_2,Wave_Angle_2,7
44839,Wave_Amplitude_2,Wave_Amplitude_2,7
44840,Wave_Rate_2,Wave_Rate_2,7
44841,Effect_Macro_Syncronisation_2,Effect_Macro_Syncronisation_2,4
45124,Macro_Position_3,Macro_Position_3,5
45125,Macro_Position_4,Macro_Position_4,5
45180,Color_Macro_Intensity,Color_Macro_Intensity,3
45334,Distortion_Effect,Distortion_Effect,5
45462,Projector_Lens_Mode_2,Projector_Lens_Mode_2,5
45466,PWM_Frequency_2,PWM_Frequency_2,5
45467,Cooling_Fan_2,Cooling_Fan_2,3
45562,Effect_Macro_Size,Effect_Macro_Size,4
45650,Macro_Pause,Macro_Pause,5
45775,Macro_Pause_2,Macro_Pause_2,5
46055,Effect_Macro_Size_4,Effect_Macro_Size_4,4
46081,Hue_Adjust,Hue_Adjust,3
46082,Saturation_Adjust,Saturation_Adjust,3
46099,Pink,Pink,3
46331,Intensity_Adjust_4,Intensity_Adjust_4,1
46332,Intensity_Adjust_5,Intensity_Adjust_5,1
46333,Intensity_Adjust_6,Intensity_Adjust_6,1
46334,Intensity_Adjust_7,Intensity_Adjust_7,1
46335,Intensity_Adjust_8,Intensity_Adjust_8,1
46336,Intensity_Adjust_9,Intensity_Adjust_9,1
46337,Intensity_Adjust_10,Intensity_Adjust_10,1
46338,Intensity_Adjust_11,Intensity_Adjust_11,1
46339,Intensity_Adjust_12,Intensity_Adjust_12,1
46340,Intensity_Adjust_13,Intensity_Adjust_13,1
46341,Intensity_Adjust_14,Intensity_Adjust_14,1
46342,Intensity_Adjust_15,Intensity_Adjust_15,1
46343,Intensity_Adjust_16,Intensity_Adjust_16,1
46344,Intensity_Adjust_17,Intensity_Adjust_17,1
46345,Intensity_Adjust_18,Intensity_Adjust_18,1
46346,Intensity_Adjust_19,Intensity_Adjust_19,1
46347,Intensity_Adjust_20,Intensity_Adjust_20,1
46348,Intensity_Adjust_21,Intensity_Adjust_21,1
46349,Intensity_Adjust_22,Intensity_Adjust_22,1
46350,Intensity_Adjust_23,Intensity_Adjust_23,1
46351,Intensity_Adjust_24,Intensity_Adjust_24,1
46352,Intensity_Adjust_25,Intensity_Adjust_25,1
46353,Intensity_Adjust_26,Intensity_Adjust_26,1
46354,Intensity_Adjust_27,Intensity_Adjust_27,1
46355,Intensity_Adjust_28,Intensity_Adjust_28,1
46356,Intensity_Adjust_29,Intensity_Adjust_29,1
46357,Intensity_Adjust_30,Intensity_Adjust_30,1
46358,Intensity_Adjust_31,Intensity_Adjust_31,1
46359,Intensity_Adjust_32,Intensity_Adjust_32,1
46360,Intensity_Adjust_33,Intensity_Adjust_33,1
46361,Intensity_Adjust_34,Intensity_Adjust_34,1
46362,Intensity_Adjust_35,Intensity_Adjust_35,1
46363,Intensity_Adjust_36,Intensity_Adjust_36,1
46364,Intensity_Adjust_37,Intensity_Adjust_37,1
46365,Intensity_Adjust_38,Intensity_Adjust_38,1
46366,Intensity_Adjust_39,Intensity_Adjust_39,1
46367,Intensity_Adjust_40,Intensity_Adjust_40,1
46368,Intensity_Adjust_41,Intensity_Adjust_41,1
46369,Intensity_Adjust_42,Intensity_Adjust_42,1
46370,Intensity_Adjust_43,Intensity_Adjust_43,1
46371,Intensity_Adjust_44,Intensity_Adjust_44,1
46372,Intensity_Adjust_45,Intensity_Adjust_45,1
46373,Intensity_Adjust_46,Intensity_Adjust_46,1
46374,Intensity_Adjust_47,Intensity_Adjust_47,1
46375,Intensity_Adjust_48,Intensity_Adjust_48,1
46376,Intensity_Adjust_49,Intensity_Adjust_49,1
46383,Warm_White_17,Warm_White_17,3
46384,Cool_White_17,Cool_White_17,3
46385,Warm_White_18,Warm_White_18,3
46386,Cool_White_18,Cool_White_18,3
46387,Warm_White_19,Warm_White_19,3
46388,Cool_White_19,Cool_White_19,3
46389,Warm_White_20,Warm_White_20,3
46390,Cool_White_20,Cool_White_20,3
46391,Warm_White_21,Warm_White_21,3
46392,Cool_White_21,Cool_White_21,3
46393,Warm_White_22,Warm_White_22,3
46394,Cool_White_22,Cool_White_22,3
46395,Warm_White_23,Warm_White_23,3
46396,Cool_White_23,Cool_White_23,3
46397,Warm_White_24,Warm_White_24,3
46398,Cool_White_24,Cool_White_24,3
46399,Red_17,Red_17,3
46400,Warm_White_25,Warm_White_25,3
46401,Green_17,Green_17,3
46402,Cool_White_25,Cool_White_25,3
46403,Blue_17,Blue_17,3
46404,Red_18,Red_18,3
46405,Green_18,Green_18,3
46406,Blue_18,Blue_18,3
46407,Red_19,Red_19,3
46408,Green_19,Green_19,3
46409,Blue_19,Blue_19,3
46410,Red_22,Red_22,3
46411,Green_22,Green_22,3
46412,Blue_22,Blue_22,3
46413,Red_23,Red_23,3
46414,Green_23,Green_23,3
46415,Blue_23,Blue_23,3
46416,Red_24,Red_24,3
46417,Green_24,Green_24,3
46418,Blue_24,Blue_24,3
46419,Red_25,Red_25,3
46420,Green_25,Green_25,3
46421,Blue_25,Blue_25,3
46701,Animation_Index/Speed_3,Animation_Index/Speed_3,4
46702,Animation_Index/Speed_4,Animation_Index/Speed_4,4
46703,Animation_Mode_3,Animation_Mode_3,4
46704,Animation_Mode_4,Animation_Mode_4,4
46727,Texture_Transition_Type,Texture_Transition_Type,5
